artistId,artistName,albumId,albumTitle,albumYear,albumGenre,songID,songTitle,songTrackNumber
50,Al Kooper/Mike Bloomfield/Stephen Stills,71,Super Session,2003,2,756,Harvey's Tune,9
20,Alan Price,18,Alan Price,1977,5,213,Rainbow's End,1
20,Alan Price,18,Alan Price,1977,5,207,I've Been Hurt,2
20,Alan Price,18,Alan Price,1977,5,205,I Wanna Dance,3
20,Alan Price,18,Alan Price,1977,5,210,Let Yourself Go,4
20,Alan Price,18,Alan Price,1977,5,209,Just For You,5
20,Alan Price,18,Alan Price,1977,5,206,I'm A Gambler,6
20,Alan Price,18,Alan Price,1977,5,212,Poor Boy,7
20,Alan Price,18,Alan Price,1977,5,214,The Same Love,8
20,Alan Price,18,Alan Price,1977,5,208,Is It Right,9
20,Alan Price,18,Alan Price,1977,5,211,Life Is Good,10
20,Alan Price,18,Alan Price,1977,5,215,The Thrill,11
21,Alanis Morissette,19,Jagged Little Pill,1995,2,216,All I Really Want,1
21,Alanis Morissette,19,Jagged Little Pill,1995,2,228,You Oughta Know,2
21,Alanis Morissette,19,Jagged Little Pill,1995,2,223,Perfect,3
21,Alanis Morissette,19,Jagged Little Pill,1995,2,218,Hand In My Pocket,4
21,Alanis Morissette,19,Jagged Little Pill,1995,2,224,Right Through You,5
21,Alanis Morissette,19,Jagged Little Pill,1995,2,217,Forgiven,6
21,Alanis Morissette,19,Jagged Little Pill,1995,2,226,You Learn,7
21,Alanis Morissette,19,Jagged Little Pill,1995,2,219,Head Over Feet,8
21,Alanis Morissette,19,Jagged Little Pill,1995,2,221,Mary Jane,9
21,Alanis Morissette,19,Jagged Little Pill,1995,2,220,Ironic,10
21,Alanis Morissette,19,Jagged Little Pill,1995,2,222,Not The Doctor,11
21,Alanis Morissette,19,Jagged Little Pill,1995,2,225,Wake Up,12
21,Alanis Morissette,19,Jagged Little Pill,1995,2,227,You Oughta Know (Alternative) - 221863-240780  14. Your House - 245250-258804,13
21,Alanis Morissette,20,Under Rug Swept,2002,2,229,21 Things I Want in a Lover,1
21,Alanis Morissette,20,Under Rug Swept,2002,2,233,Narcissus,2
21,Alanis Morissette,20,Under Rug Swept,2002,2,232,Hands Clean,3
21,Alanis Morissette,20,Under Rug Swept,2002,2,231,Flinch,4
21,Alanis Morissette,20,Under Rug Swept,2002,2,235,So Unsexy,5
21,Alanis Morissette,20,Under Rug Swept,2002,2,234,Precious Illusions,6
21,Alanis Morissette,20,Under Rug Swept,2002,2,237,That Particular Time,7
21,Alanis Morissette,20,Under Rug Swept,2002,2,230,A Man,8
21,Alanis Morissette,20,Under Rug Swept,2002,2,239,You Owe Me Nothing in Return,9
21,Alanis Morissette,20,Under Rug Swept,2002,2,236,Surrendering,10
21,Alanis Morissette,20,Under Rug Swept,2002,2,238,Utopia,11
22,Albert Collins,21,Ice Pickin',1978,6,243,Honey Hush!,1
22,Albert Collins,21,Ice Pickin',1978,6,247,When The Welfare Turns It's Back On You,2
22,Albert Collins,21,Ice Pickin',1978,6,244,Ice Pick,3
22,Albert Collins,21,Ice Pickin',1978,6,241,Cold Cold Feeling,4
22,Albert Collins,21,Ice Pickin',1978,6,246,Too Tired,5
22,Albert Collins,21,Ice Pickin',1978,6,245,Master Charge,6
22,Albert Collins,21,Ice Pickin',1978,6,242,Conversation With Collins,7
